Filename,Sign_Type,MUTCD_Code,Legend_Ra,Background_Ra,Target_Contrast,Actual_Reflectivity,Actual_Contrast,Safety_Status,Variation_Type,MUTCD_Compliant,Delta_R,Delta_C,Latitude,Longitude,Age_Years,Sheeting_Type,Generated_Time
arrow_004_unsafe.png,ARROW,M6-3-21-W,207.336,5.568,6.5225,0.5304,0.1498,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,105.9217,6.3728,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_006_unsafe.png,ARROW,M6-3-21-W,23.112,489.467,0.545,0.5305,0.1472,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,255.7593,0.3978,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_007_unsafe.png,ARROW,M6-3-21-W,406.03,36.575,1.4195,0.5303,0.1503,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,220.7722,1.2692,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_009_unsafe.png,ARROW,M6-3-21-W,127.814,393.21,0.8185,0.5304,0.148,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,259.9814,0.6705,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_012_unsafe.png,ARROW,M6-3-21-W,392.768,69.307,2.0601,0.5303,0.1505,UNSAFE,UNSAFE_BACKGROUND_FAIL,NO,230.5071,1.9096,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_013_unsafe.png,ARROW,M6-3-21-W,56.01,466.751,1.339,0.5305,0.1477,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,260.8498,1.1913,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_014_unsafe.png,ARROW,M6-3-21-W,419.981,471.767,2.8194,0.5302,0.1531,UNSAFE,UNSAFE_LEGEND_FAIL,NO,445.3436,2.6662,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_017_unsafe.png,ARROW,M6-3-21-W,441.093,58.677,0.7596,0.5303,0.1507,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,249.3544,0.6089,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_020_unsafe.png,ARROW,M6-3-21-W,388.138,53.31,1.1316,0.5304,0.15,UNSAFE,UNSAFE_MULTIPLE_FAIL,NO,220.1934,0.9816,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
arrow_021_unsafe.png,ARROW,M6-3-21-W,20.185,832.443,1.3986,0.5304,0.1494,UNSAFE,UNSAFE_CONTRAST_FAIL,NO,425.7833,1.2492,33.5156198,-80.8647048,3.1,TYPE III PRISM HIGH INTENSITY,2025-07-27 18:12:36
